,AdjustmentPeriod,ShortSig,LongSig,TotalCap,Capital,NumOfStocks,Position,SR
316,20,30,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
317,40,30,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
318,60,30,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
319,80,30,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
320,20,50,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
321,40,50,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
322,60,50,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
323,80,50,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
324,20,70,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
325,40,70,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
326,60,70,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
327,80,70,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
328,20,90,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
329,40,90,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
330,60,90,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
331,80,90,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
332,20,110,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
333,40,110,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
334,60,110,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
335,80,110,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
336,20,130,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
337,40,130,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
338,60,130,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
339,80,130,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
340,20,150,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
341,40,150,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
342,60,150,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
343,80,150,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
344,20,170,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
345,40,170,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
346,60,170,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
347,80,170,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
348,20,190,260,175317.79938125002,3280.8252402499984,837.0,172036.974141,0.021219163763802906
349,40,190,260,179484.31011895,47.89622994999172,873.0,179436.41388900002,0.022385491767639126
350,60,190,260,162030.56493595,65.05045194999548,788.0,161965.514484,0.01825864439226762
351,80,190,260,170198.49306535002,11.378861349995375,828.0,170187.114204,0.019758474346375034
352,20,210,260,164676.33081759998,11549.03603259999,745.0,153127.294785,0.020402947301600825
353,40,210,260,176186.71156065,38.937559649994455,857.0,176147.774001,0.021260035968465284
354,60,210,260,170469.78475695,77.13055994999377,829.0,170392.654197,0.020142905062119777
355,80,210,260,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
356,20,230,260,193347.16308844998,3633.749549449979,923.0,189713.413539,0.02732356569683765
357,40,230,260,185869.58321875002,61.429546749991005,904.0,185808.15367200001,0.023641774889122554
358,60,230,260,171873.50566295,42.07151494999198,836.0,171831.434148,0.020520051800774722
359,80,230,260,170869.25139645,65.51721344999532,831.0,170803.73418300002,0.02029482363464226
360,20,250,260,196746.7468506,2100.3734795999853,947.0,194646.37337100002,0.027563662626082827
361,40,250,260,182980.2143913,49.6206212999964,890.0,182930.59377,0.02265705918077638
362,60,250,260,172514.23857485,66.18444784999156,839.0,172448.054127,0.020575255335846903
363,80,250,260,170611.6331643,13.438974299994939,830.0,170598.19419,0.019817113613799918
364,20,10,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
365,40,10,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
366,60,10,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
367,80,10,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
368,20,30,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
369,40,30,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
370,60,30,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
371,80,30,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
372,20,50,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
373,40,50,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
374,60,50,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
375,80,50,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
376,20,70,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
377,40,70,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
378,60,70,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
379,80,70,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
380,20,90,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
381,40,90,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
382,60,90,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
383,80,90,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
384,20,110,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
385,40,110,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
386,60,110,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
387,80,110,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
388,20,130,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
389,40,130,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
390,60,130,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
391,80,130,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
392,20,150,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
393,40,150,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
394,60,150,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
395,80,150,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
396,20,170,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
397,40,170,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
398,60,170,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
399,80,170,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
400,20,190,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
401,40,190,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
402,60,190,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
403,80,190,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
404,20,210,280,179988.67883010002,3429.8248430999965,859.0,176558.853987,0.022753993279392662
405,40,210,280,174542.02732305,38.573266049994345,849.0,174503.454057,0.021009372369712842
406,60,210,280,163913.7428488,98.3684277999946,797.0,163815.37442100001,0.01879957367500744
407,80,210,280,170211.4785627,24.364358699995364,828.0,170187.114204,0.019749080629623276
408,20,230,280,193347.16308844998,3633.749549449979,923.0,189713.413539,0.02732356569683765
409,40,230,280,185869.58321875002,61.429546749991005,904.0,185808.15367200001,0.023641774889122554
410,60,230,280,171873.50566295,42.07151494999198,836.0,171831.434148,0.020520051800774722
411,80,230,280,170869.25139645,65.51721344999532,831.0,170803.73418300002,0.02029482363464226
412,20,250,280,196746.7468506,2100.3734795999853,947.0,194646.37337100002,0.027563662626082827
413,40,250,280,182980.2143913,49.6206212999964,890.0,182930.59377,0.02265705918077638
414,60,250,280,172514.23857485,66.18444784999156,839.0,172448.054127,0.020575255335846903
415,80,250,280,170611.6331643,13.438974299994939,830.0,170598.19419,0.019817113613799918
416,20,270,280,176159.02111680002,833.4070877999976,853.0,175325.61402900002,0.02132870001303103
417,40,270,280,174962.03671635,6213.702463349995,821.0,168748.334253,0.021674149915624698
418,60,270,280,175741.3777019,4.68368689999042,855.0,175736.69401500002,0.0223974399777623
419,80,270,280,175947.49369124998,5.259683249986111,856.0,175942.234008,0.0218454203418623
420,20,10,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
421,40,10,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
422,60,10,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
423,80,10,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
424,20,30,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
425,40,30,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
426,60,30,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
427,80,30,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
428,20,50,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
429,40,50,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
430,60,50,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
431,80,50,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
432,20,70,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
433,40,70,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
434,60,70,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
435,80,70,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
436,20,90,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
437,40,90,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
438,60,90,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
439,80,90,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
440,20,110,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
441,40,110,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
442,60,110,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
443,80,110,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
444,20,130,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
445,40,130,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
446,60,130,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
447,80,130,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
448,20,150,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
449,40,150,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
450,60,150,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
451,80,150,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
452,20,170,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
453,40,170,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
454,60,170,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
455,80,170,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
456,20,190,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
457,40,190,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
458,60,190,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
459,80,190,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
460,20,210,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
461,40,210,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
462,60,210,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
463,80,210,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
464,20,230,300,164978.70037605,14728.965493049993,731.0,150249.734883,0.020260288760482983
465,40,230,300,165504.71363545,45.01927044999047,805.0,165459.694365,0.020834238003946317
466,60,230,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
467,80,230,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
468,20,250,300,166755.60835785,11572.913642849991,755.0,155182.69471500002,0.02056268669830595
469,40,250,300,169418.2901755,53.335943499994755,824.0,169364.95423200002,0.021566736438184058
470,60,250,300,159766.29365365,61.7190926499934,777.0,159704.57456100002,0.0180998578982264
471,80,250,300,166932.7737227,34.2994066999936,812.0,166898.474316,0.019377760338838368
472,20,270,300,201460.10839495,1264.1552129499935,974.0,200195.953182,0.0282225091930154
473,40,270,300,193466.3334187,53.20000569999411,941.0,193413.133413,0.025280326384614814
474,60,270,300,174823.61881045,114.62476044999158,850.0,174708.99405,0.021208183003591403
475,80,270,300,175341.33477000002,15.720740999992202,853.0,175325.61402900002,0.02113581147023473
476,20,290,300,181853.41459445,1183.7607474499866,879.0,180669.653847,0.026009031991334912
477,40,290,300,197981.3855371,46.37227809998649,963.0,197935.013259,0.026903697781121696
478,60,290,300,179924.5086084,77.01473339999029,875.0,179847.49387500001,0.022565060897709252
479,80,290,300,176979.50869965,9.574726649993309,861.0,176969.933973,0.021540308949184038
480,20,10,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
481,40,10,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
482,60,10,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
483,80,10,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
484,20,30,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
485,40,30,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
486,60,30,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
487,80,30,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
488,20,50,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
489,40,50,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
490,60,50,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
491,80,50,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
492,20,70,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
493,40,70,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
494,60,70,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
495,80,70,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
496,20,90,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
497,40,90,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
498,60,90,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
499,80,90,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
500,20,110,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
501,40,110,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
502,60,110,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
503,80,110,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
504,20,130,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
505,40,130,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
506,60,130,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
507,80,130,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
508,20,150,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
509,40,150,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
510,60,150,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
511,80,150,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
512,20,170,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
513,40,170,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
514,60,170,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
515,80,170,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
516,20,190,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
517,40,190,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
518,60,190,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
519,80,190,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
520,20,210,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
521,40,210,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
522,60,210,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
523,80,210,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
524,20,230,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
525,40,230,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
526,60,230,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
527,80,230,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
528,20,250,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
529,40,250,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
530,60,250,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
531,80,250,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
532,20,270,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
533,40,270,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
534,60,270,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
535,80,270,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
536,20,290,320,161380.93703074998,24696.84168574997,665.0,136684.095345,0.021927400873066372
537,40,290,320,210921.6681069,37.6352888999927,1026.0,210884.032818,0.025840806061257483
538,60,290,320,211101.75264780002,12.179836799992572,1027.0,211089.57281100002,0.025569140153347766
539,80,290,320,228376.2019037,21.26968069999657,1111.0,228354.932223,0.026975307407962636
540,20,310,320,165317.76789040002,14862.493014399997,732.0,150455.274876,0.021473244914118828
541,40,310,320,165139.4730944,90.85871539999152,803.0,165048.614379,0.019468802446909135
542,60,310,320,156880.93875899998,53.92409999998927,763.0,156827.014659,0.018031988342364722
543,80,310,320,165254.48855815,0.3341861499925187,804.0,165254.15437200002,0.019453875174794077
544,20,10,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
545,40,10,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
546,60,10,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
547,80,10,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
548,20,30,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
549,40,30,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
550,60,30,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
551,80,30,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
552,20,50,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
553,40,50,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
554,60,50,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
555,80,50,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
556,20,70,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
557,40,70,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
558,60,70,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
559,80,70,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
560,20,90,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
561,40,90,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
562,60,90,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
563,80,90,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
564,20,110,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
565,40,110,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
566,60,110,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
567,80,110,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
568,20,130,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
569,40,130,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
570,60,130,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
571,80,130,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
572,20,150,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
573,40,150,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
574,60,150,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
575,80,150,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
576,20,170,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
577,40,170,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
578,60,170,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
579,80,170,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
580,20,190,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
581,40,190,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
582,60,190,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
583,80,190,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
584,20,210,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
585,40,210,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
586,60,210,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
587,80,210,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
588,20,230,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
589,40,230,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
590,60,230,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
591,80,230,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
592,20,250,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
593,40,250,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
594,60,250,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
595,80,250,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
596,20,270,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
597,40,270,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
598,60,270,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
599,80,270,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
600,20,290,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
601,40,290,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
602,60,290,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
603,80,290,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
604,20,310,340,166164.17934099998,25369.284135999987,685.0,140794.895205,0.02096026507291325
605,40,310,340,213853.2200896,91.62736959999256,1040.0,213761.59272000002,0.025966869071929827
606,60,310,340,204589.1024014,76.80936639999527,995.0,204512.293035,0.02480368125793643
607,80,310,340,213429.41449420003,78.90176019999672,1038.0,213350.51273400002,0.02559636380472822
608,20,330,340,162488.43802504998,18610.442925049985,700.0,143877.9951,0.020917972544686858
609,40,330,340,166761.32045544998,68.38613244999215,811.0,166692.934323,0.020127347281745006
610,60,330,340,157137.29364475003,104.73899274999167,764.0,157032.55465200002,0.01777573363083033
611,80,330,340,168830.48672155,82.15246854999486,821.0,168748.334253,0.019611663829682154
612,20,10,360,218151.6111643,27821.5776463,926.0,190330.033518,0.02684365835435692
613,40,10,360,243414.26030239998,54.90859039998759,1184.0,243359.351712,0.02835199726706736
614,60,10,360,237002.6870266,15.075097599990286,1153.0,236987.611929,0.027082653783867993
615,80,10,360,241593.44003544998,83.9482604499899,1175.0,241509.491775,0.027677842941020683
616,20,30,360,218151.6111643,27821.5776463,926.0,190330.033518,0.02684365835435692
617,40,30,360,243414.26030239998,54.90859039998759,1184.0,243359.351712,0.02835199726706736
618,60,30,360,237002.6870266,15.075097599990286,1153.0,236987.611929,0.027082653783867993
619,80,30,360,241593.44003544998,83.9482604499899,1175.0,241509.491775,0.027677842941020683
620,20,50,360,218151.6111643,27821.5776463,926.0,190330.033518,0.02684365835435692
621,40,50,360,243414.26030239998,54.90859039998759,1184.0,243359.351712,0.02835199726706736
622,60,50,360,237002.6870266,15.075097599990286,1153.0,236987.611929,0.027082653783867993
623,80,50,360,241593.44003544998,83.9482604499899,1175.0,241509.491775,0.027677842941020683
624,20,70,360,218151.6111643,27821.5776463,926.0,190330.033518,0.02684365835435692
625,40,70,360,243414.26030239998,54.90859039998759,1184.0,243359.351712,0.02835199726706736
626,60,70,360,237002.6870266,15.075097599990286,1153.0,236987.611929,0.027082653783867993
627,80,70,360,241593.44003544998,83.9482604499899,1175.0,241509.491775,0.027677842941020683
628,20,90,360,218151.6111643,27821.5776463,926.0,190330.033518,0.02684365835435692
629,40,90,360,243414.26030239998,54.90859039998759,1184.0,243359.351712,0.02835199726706736
630,60,90,360,237002.6870266,15.075097599990286,1153.0,236987.611929,0.027082653783867993
631,80,90,360,241593.44003544998,83.9482604499899,1175.0,241509.491775,0.027677842941020683
632,20,110,360,218151.6111643,27821.5776463,926.0,190330.033518,0.02684365835435692
633,40,110,360,243414.26030239998,54.90859039998759,1184.0,243359.351712,0.02835199726706736
634,60,110,360,237002.6870266,15.075097599990286,1153.0,236987.611929,0.027082653783867993
635,80,110,360,241593.44003544998,83.9482604499899,1175.0,241509.491775,0.027677842941020683
636,20,130,360,218151.6111643,27821.5776463,926.0,190330.033518,0.02684365835435692
637,40,130,360,243414.26030239998,54.90859039998759,1184.0,243359.351712,0.02835199726706736
